date,state,district,pincode,demo_age_5_17,demo_age_17_
02-09-2025,Haryana,Hisar,125005,0,3
02-09-2025,Haryana,Hisar,125033,4,28
02-09-2025,Haryana,Hisar,125037,0,1
02-09-2025,Haryana,Hisar,125038,2,2
02-09-2025,Haryana,Hisar,125112,0,1
02-09-2025,Haryana,Hisar,125121,2,6
02-09-2025,Haryana,Jhajjar,124104,0,1
02-09-2025,Haryana,Jind,126102,6,47
02-09-2025,Haryana,Jind,126125,2,5
02-09-2025,Haryana,Kaithal,136020,2,6
02-09-2025,Haryana,Karnal,132001,12,98
02-09-2025,Haryana,Karnal,132037,0,2
02-09-2025,Haryana,Karnal,132041,1,4
02-09-2025,Haryana,Karnal,132114,6,16
02-09-2025,Haryana,Kurukshetra,136020,0,1
02-09-2025,Haryana,Kurukshetra,136128,3,16
02-09-2025,Haryana,Kurukshetra,136131,0,11
02-09-2025,Haryana,Kurukshetra,136135,6,26
02-09-2025,Haryana,Mahendragarh,123001,7,72
02-09-2025,Haryana,Mahendragarh,123023,3,25
02-09-2025,Haryana,Mahendragarh,123029,2,23
02-09-2025,Haryana,Mewat,122105,8,40
02-09-2025,Haryana,Mewat,122107,4,28
02-09-2025,Haryana,Palwal,121004,0,7
02-09-2025,Haryana,Palwal,121103,3,37
02-09-2025,Haryana,Palwal,121105,3,46
02-09-2025,Haryana,Panchkula,133302,2,8
02-09-2025,Haryana,Panchkula,134109,4,22
02-09-2025,Haryana,Panipat,132140,0,5
02-09-2025,Haryana,Panipat,132145,1,2
02-09-2025,Haryana,Rewari,123110,0,1
02-09-2025,Haryana,Rewari,123303,2,7
02-09-2025,Haryana,Sirsa,125201,1,15
02-09-2025,Haryana,Sonipat,131021,2,5
02-09-2025,Haryana,Sonipat,131024,1,6
02-09-2025,Haryana,Sonipat,131103,1,9
04-09-2025,Haryana,Ambala,133021,0,1
04-09-2025,Haryana,Ambala,133201,0,8
04-09-2025,Haryana,Ambala,134202,4,5
04-09-2025,Haryana,Bhiwani,127022,0,2
04-09-2025,Haryana,Bhiwani,127029,1,3
04-09-2025,Haryana,Bhiwani,127035,1,2
04-09-2025,Haryana,Bhiwani,127114,0,5
04-09-2025,Haryana,Bhiwani,127309,2,3
04-09-2025,Haryana,Bhiwani,127310,1,2
04-09-2025,Haryana,Charkhi Dadri,127022,0,1
04-09-2025,Haryana,Charkhi Dadri,127026,1,2
04-09-2025,Haryana,Charkhi Dadri,127042,1,10
04-09-2025,Haryana,Charkhi Dadri,127310,2,9
04-09-2025,Haryana,Faridabad,121009,2,16
04-09-2025,Haryana,Faridabad,121012,0,5
04-09-2025,Haryana,Faridabad,121101,2,17
04-09-2025,Haryana,Fatehabad,125053,0,8
04-09-2025,Haryana,Fatehabad,125106,0,2
04-09-2025,Haryana,Gurgaon,122001,31,136
04-09-2025,Haryana,Gurgaon,122017,2,32
04-09-2025,Haryana,Gurgaon,122101,2,20
04-09-2025,Haryana,Gurgaon,122506,1,2
04-09-2025,Haryana,Hisar,125004,0,2
04-09-2025,Haryana,Hisar,125112,0,4
04-09-2025,Haryana,Hisar,125121,1,10
04-09-2025,Haryana,Jhajjar,124104,1,3
04-09-2025,Haryana,Jhajjar,124142,0,5
04-09-2025,Haryana,Jhajjar,124505,0,8
04-09-2025,Haryana,Jind,126113,2,10
04-09-2025,Haryana,Karnal,132024,0,1
04-09-2025,Haryana,Karnal,132036,1,4
04-09-2025,Haryana,Kurukshetra,136118,4,28
04-09-2025,Haryana,Kurukshetra,136129,2,0
04-09-2025,Haryana,Kurukshetra,136131,0,26
04-09-2025,Haryana,Kurukshetra,136132,3,11
04-09-2025,Haryana,Mahendragarh,123021,2,12
04-09-2025,Haryana,Mahendragarh,123023,4,34
04-09-2025,Haryana,Mahendragarh,123034,2,6
04-09-2025,Haryana,Palwal,121105,4,19
04-09-2025,Haryana,Palwal,121106,1,42
04-09-2025,Haryana,Panchkula,134104,1,1
04-09-2025,Haryana,Panchkula,134105,0,1
04-09-2025,Haryana,Panchkula,134115,0,1
04-09-2025,Haryana,Panchkula,134116,2,15
04-09-2025,Haryana,Panchkula,134204,1,6
04-09-2025,Haryana,Panipat,132103,22,173
04-09-2025,Haryana,Panipat,132122,0,2
04-09-2025,Haryana,Rewari,123102,1,4
04-09-2025,Haryana,Rewari,123303,2,8
04-09-2025,Haryana,Rohtak,124001,16,48
04-09-2025,Haryana,Rohtak,124501,1,8
04-09-2025,Haryana,Rohtak,124513,2,4
04-09-2025,Haryana,Rohtak,124514,1,4
04-09-2025,Haryana,Sirsa,125076,0,9
04-09-2025,Haryana,Sirsa,125104,2,32
04-09-2025,Haryana,Sirsa,125201,2,11
04-09-2025,Haryana,Sonipat,131022,0,2
04-09-2025,Haryana,Sonipat,131028,0,7
04-09-2025,Haryana,Sonipat,131039,1,8
04-09-2025,Haryana,Yamuna Nagar,135001,9,82
04-09-2025,Haryana,Yamuna Nagar,135002,0,5
04-09-2025,Haryana,Yamunanagar,135133,0,1
03-09-2025,Haryana,Ambala,134003,0,7
03-09-2025,Haryana,Bhiwani,127021,6,31
03-09-2025,Haryana,Bhiwani,127022,1,1
03-09-2025,Haryana,Bhiwani,127042,0,5
03-09-2025,Haryana,Bhiwani,127306,0,8
03-09-2025,Haryana,Bhiwani,127307,0,5
03-09-2025,Haryana,Charkhi Dadri,127306,3,6
03-09-2025,Haryana,Charkhi Dadri,127308,0,11
03-09-2025,Haryana,Charkhi Dadri,127312,0,9
03-09-2025,Haryana,Faridabad,121003,3,38
03-09-2025,Haryana,Faridabad,121009,1,8
03-09-2025,Haryana,Faridabad,121010,0,5
03-09-2025,Haryana,Faridabad,121102,0,6
03-09-2025,Haryana,Fatehabad,125133,1,1
03-09-2025,Haryana,Gurgaon,122006,0,7
03-09-2025,Haryana,Gurgaon,122011,0,5
03-09-2025,Haryana,Gurgaon,122052,0,1
03-09-2025,Haryana,Gurgaon,122502,0,4
03-09-2025,Haryana,Gurgaon,122503,0,10
03-09-2025,Haryana,Gurgaon,122504,2,13
03-09-2025,Haryana,Gurgaon,122506,0,16
03-09-2025,Haryana,Jhajjar,124504,0,3
03-09-2025,Haryana,Kaithal,136027,10,42
03-09-2025,Haryana,Kaithal,136117,6,14
03-09-2025,Haryana,Karnal,132023,0,3
03-09-2025,Haryana,Karnal,132040,0,4
03-09-2025,Haryana,Karnal,132114,2,22
03-09-2025,Haryana,Karnal,132117,1,0
03-09-2025,Haryana,Kurukshetra,136119,2,11
03-09-2025,Haryana,Kurukshetra,136132,0,5
03-09-2025,Haryana,Mewat,122105,8,80
03-09-2025,Haryana,Mewat,122107,8,43
03-09-2025,Haryana,Panchkula,133302,2,2
03-09-2025,Haryana,Panchkula,134107,0,1
03-09-2025,Haryana,Panchkula,134205,0,1
03-09-2025,Haryana,Panipat,132102,1,2
03-09-2025,Haryana,Panipat,132103,21,93
03-09-2025,Haryana,Panipat,132104,0,3
03-09-2025,Haryana,Panipat,132115,1,1
03-09-2025,Haryana,Rewari,122502,1,3
03-09-2025,Haryana,Rewari,123035,0,7
03-09-2025,Haryana,Rewari,123301,2,5
03-09-2025,Haryana,Rohtak,124021,1,4
03-09-2025,Haryana,Rohtak,124113,1,3
03-09-2025,Haryana,Rohtak,124401,1,14
03-09-2025,Haryana,Sonipat,131021,0,2
03-09-2025,Haryana,Sonipat,131028,1,4
03-09-2025,Haryana,Sonipat,131302,0,2
03-09-2025,Haryana,Yamuna Nagar,133206,5,3
03-09-2025,Haryana,Yamuna Nagar,135106,0,6
03-09-2025,Haryana,Yamunanagar,135001,0,3
05-09-2025,Haryana,Ambala,133004,1,1
05-09-2025,Haryana,Ambala,133202,0,1
05-09-2025,Haryana,Ambala,133203,0,2
05-09-2025,Haryana,Ambala,134003,10,36
05-09-2025,Haryana,Ambala,134201,2,8
05-09-2025,Haryana,Ambala,134203,2,27
05-09-2025,Haryana,Bhiwani,127025,1,2
05-09-2025,Haryana,Bhiwani,127026,0,2
05-09-2025,Haryana,Bhiwani,127027,0,3
05-09-2025,Haryana,Bhiwani,127030,0,8
05-09-2025,Haryana,Bhiwani,127042,0,6
05-09-2025,Haryana,Bhiwani,127043,2,6
05-09-2025,Haryana,Bhiwani,127308,1,8
05-09-2025,Haryana,Charkhi Dadri,127025,1,3
05-09-2025,Haryana,Charkhi Dadri,127030,0,2
05-09-2025,Haryana,Charkhi Dadri,127201,0,1
05-09-2025,Haryana,Faridabad,121001,16,109
05-09-2025,Haryana,Faridabad,121007,1,10
05-09-2025,Haryana,Fatehabad,125047,0,1
05-09-2025,Haryana,Fatehabad,125053,1,8
05-09-2025,Haryana,Fatehabad,125113,0,1
05-09-2025,Haryana,Gurgaon,122002,2,23
05-09-2025,Haryana,Gurgaon,122008,0,3
05-09-2025,Haryana,Gurgaon,122010,0,1
05-09-2025,Haryana,Gurgaon,122015,0,1
05-09-2025,Haryana,Gurgaon,122016,1,2
05-09-2025,Haryana,Gurgaon,122017,3,25
05-09-2025,Haryana,Gurgaon,122102,9,19
05-09-2025,Haryana,Hisar,125039,3,10
05-09-2025,Haryana,Hisar,125121,2,13
05-09-2025,Haryana,Jhajjar,124021,0,1
05-09-2025,Haryana,Jhajjar,124107,0,5
05-09-2025,Haryana,Jhajjar,124142,1,3
05-09-2025,Haryana,Jhajjar,124412,0,1
05-09-2025,Haryana,Jhajjar,124501,0,2
05-09-2025,Haryana,Jind,126101,5,8
05-09-2025,Haryana,Jind,126102,8,41
05-09-2025,Haryana,Jind,126125,2,7
05-09-2025,Haryana,Kaithal,136021,0,5
05-09-2025,Haryana,Karnal,132001,18,104
05-09-2025,Haryana,Karnal,132036,1,5
05-09-2025,Haryana,Karnal,132037,0,2
05-09-2025,Haryana,Karnal,132040,3,5
05-09-2025,Haryana,Kurukshetra,136131,3,15
05-09-2025,Haryana,Mahendragarh,123034,1,8
05-09-2025,Haryana,Mewat,122104,10,50
05-09-2025,Haryana,Mewat,122108,5,52
05-09-2025,Haryana,Mewat,122508,19,126
05-09-2025,Haryana,Panchkula,134102,3,12
05-09-2025,Haryana,Panchkula,134107,0,5
05-09-2025,Haryana,Panchkula,134108,0,2
05-09-2025,Haryana,Panchkula,134112,0,6
05-09-2025,Haryana,Panchkula,134114,0,1
05-09-2025,Haryana,Panchkula,134115,1,1
05-09-2025,Haryana,Panipat,132122,0,4
05-09-2025,Haryana,Panipat,132140,0,3
05-09-2025,Haryana,Rewari,123101,1,6
05-09-2025,Haryana,Rewari,123106,4,17
05-09-2025,Haryana,Rewari,123302,1,13
05-09-2025,Haryana,Rewari,123412,0,3
05-09-2025,Haryana,Rewari,123501,4,22
05-09-2025,Haryana,Rohtak,124001,13,61
05-09-2025,Haryana,Sirsa,125055,6,53
05-09-2025,Haryana,Sirsa,125102,2,13
05-09-2025,Haryana,Sonipat,131029,0,7
05-09-2025,Haryana,Sonipat,131039,0,3
05-09-2025,Haryana,Sonipat,131408,0,2
05-09-2025,Haryana,Sonipat,131409,1,2
05-09-2025,Haryana,Yamuna Nagar,133204,0,10
05-09-2025,Haryana,Yamuna Nagar,135003,7,41
06-09-2025,Haryana,Ambala,133004,0,1
06-09-2025,Haryana,Ambala,133021,0,1
06-09-2025,Haryana,Ambala,133102,0,1
06-09-2025,Haryana,Bhiwani,127022,0,1
06-09-2025,Haryana,Bhiwani,127031,1,5
06-09-2025,Haryana,Bhiwani,127035,0,4
06-09-2025,Haryana,Bhiwani,127043,0,4
06-09-2025,Haryana,Bhiwani,127110,0,1
06-09-2025,Haryana,Bhiwani,127310,0,4
06-09-2025,Haryana,Charkhi Dadri,127026,2,3
06-09-2025,Haryana,Charkhi Dadri,127042,0,1
06-09-2025,Haryana,Charkhi Dadri,127306,1,14
06-09-2025,Haryana,Faridabad,121001,19,88
06-09-2025,Haryana,Fatehabad,125111,0,3
06-09-2025,Haryana,Fatehabad,125112,0,1
06-09-2025,Haryana,Fatehabad,125120,0,18
06-09-2025,Haryana,Gurgaon,122002,1,24
06-09-2025,Haryana,Gurgaon,122004,2,17
06-09-2025,Haryana,Gurgaon,122016,1,6
06-09-2025,Haryana,Gurgaon,122502,0,4
06-09-2025,Haryana,Gurgaon,122503,0,11
06-09-2025,Haryana,Gurgaon,122505,0,28
06-09-2025,Haryana,Hisar,125033,5,26
06-09-2025,Haryana,Hisar,125047,2,6
06-09-2025,Haryana,Hisar,125121,2,21
06-09-2025,Haryana,Jhajjar,124104,1,6
06-09-2025,Haryana,Jhajjar,124142,0,2
06-09-2025,Haryana,Jind,126110,3,7
06-09-2025,Haryana,Jind,126112,3,18
06-09-2025,Haryana,Jind,126125,1,6
06-09-2025,Haryana,Kaithal,136020,1,3
06-09-2025,Haryana,Kaithal,136042,0,4
06-09-2025,Haryana,Kaithal,136043,0,7
06-09-2025,Haryana,Kaithal,136044,0,3
06-09-2025,Haryana,Karnal,132023,2,2
06-09-2025,Haryana,Karnal,132039,1,3
06-09-2025,Haryana,Karnal,132046,2,1
06-09-2025,Haryana,Mahendragarh,123001,10,38
06-09-2025,Haryana,Mahendragarh,123021,1,9
06-09-2025,Haryana,Mewat,122103,1,9
06-09-2025,Haryana,Palwal,121102,18,149
06-09-2025,Haryana,Panchkula,133302,0,1
06-09-2025,Haryana,Panchkula,134115,1,1
06-09-2025,Haryana,Panchkula,134117,2,0
06-09-2025,Haryana,Panchkula,134201,0,1
06-09-2025,Haryana,Panipat,132104,1,7
06-09-2025,Haryana,Panipat,132108,1,6
06-09-2025,Haryana,Panipat,132140,2,6
06-09-2025,Haryana,Panipat,132145,0,4
06-09-2025,Haryana,Rewari,122502,0,3
06-09-2025,Haryana,Rewari,123101,4,6
06-09-2025,Haryana,Rewari,123110,1,2
06-09-2025,Haryana,Rewari,123302,0,3
06-09-2025,Haryana,Rewari,123303,1,4
06-09-2025,Haryana,Rewari,123411,5,20
06-09-2025,Haryana,Rohtak,124021,0,3
06-09-2025,Haryana,Rohtak,124106,0,1
06-09-2025,Haryana,Sirsa,125076,0,1
06-09-2025,Haryana,Sirsa,125103,0,10
06-09-2025,Haryana,Sonipat,131039,1,4
06-09-2025,Haryana,Sonipat,131102,1,1
06-09-2025,Haryana,Sonipat,131103,1,10
06-09-2025,Haryana,Sonipat,131301,8,34
06-09-2025,Haryana,Sonipat,131305,0,1
06-09-2025,Haryana,Sonipat,131409,0,3
06-09-2025,Haryana,Yamuna Nagar,135002,1,5
06-09-2025,Haryana,Yamuna Nagar,135102,0,8
06-09-2025,Haryana,Yamuna Nagar,135133,1,11
06-09-2025,Haryana,Yamunanagar,135002,0,1
07-09-2025,Haryana,Ambala,133001,0,6
07-09-2025,Haryana,Ambala,134007,0,1
07-09-2025,Haryana,Bhiwani,127030,0,7
07-09-2025,Haryana,Bhiwani,127306,0,1
07-09-2025,Haryana,Bhiwani,127310,0,1
07-09-2025,Haryana,Charkhi Dadri,127030,0,3
07-09-2025,Haryana,Charkhi Dadri,127308,0,1
07-09-2025,Haryana,Charkhi Dadri,127312,0,2
07-09-2025,Haryana,Gurgaon,122001,2,58
07-09-2025,Haryana,Gurgaon,122051,0,3
07-09-2025,Haryana,Gurgaon,122413,2,3
07-09-2025,Haryana,Hisar,125047,0,1
07-09-2025,Haryana,Hisar,125049,0,1
07-09-2025,Haryana,Jhajjar,124108,0,1
07-09-2025,Haryana,Jhajjar,124146,0,2
07-09-2025,Haryana,Jind,126101,0,1
07-09-2025,Haryana,Jind,126110,0,1
07-09-2025,Haryana,Jind,126125,0,3
07-09-2025,Haryana,Jind,126152,1,2
07-09-2025,Haryana,Kaithal,136026,0,1
07-09-2025,Haryana,Karnal,132041,0,1
07-09-2025,Haryana,Kurukshetra,136135,0,2
07-09-2025,Haryana,Palwal,121103,0,3
07-09-2025,Haryana,Palwal,121107,3,11
07-09-2025,Haryana,Panchkula,134102,2,6
07-09-2025,Haryana,Panchkula,134116,0,4
07-09-2025,Haryana,Panchkula,134204,0,3
07-09-2025,Haryana,Panipat,132103,7,48
07-09-2025,Haryana,Panipat,132145,0,1
07-09-2025,Haryana,Rewari,123101,1,0
07-09-2025,Haryana,Rewari,123106,0,10
07-09-2025,Haryana,Rewari,123301,1,1
07-09-2025,Haryana,Rewari,123412,0,1
07-09-2025,Haryana,Rohtak,124112,0,2
07-09-2025,Haryana,Rohtak,124113,0,2
07-09-2025,Haryana,Sirsa,125054,0,1
07-09-2025,Haryana,Sirsa,125055,1,9
07-09-2025,Haryana,Sonipat,131028,1,4
07-09-2025,Haryana,Sonipat,131029,1,2
07-09-2025,Haryana,Sonipat,131039,0,1
07-09-2025,Haryana,Yamuna Nagar,135003,1,4
07-09-2025,Haryana,Yamuna Nagar,135021,1,2
08-09-2025,Haryana,Ambala,133102,1,5
08-09-2025,Haryana,Ambala,134203,5,48
08-09-2025,Haryana,Bhiwani,127028,1,8
08-09-2025,Haryana,Bhiwani,127030,0,3
08-09-2025,Haryana,Bhiwani,127114,0,8
08-09-2025,Haryana,Bhiwani,127201,6,13
08-09-2025,Haryana,Bhiwani,127310,3,5
08-09-2025,Haryana,Charkhi Dadri,127026,1,6
08-09-2025,Haryana,Faridabad,121002,11,67
08-09-2025,Haryana,Faridabad,121003,4,73
08-09-2025,Haryana,Faridabad,121004,15,169
08-09-2025,Haryana,Faridabad,121007,2,10
08-09-2025,Haryana,Faridabad,121009,1,14
08-09-2025,Haryana,Faridabad,121010,0,8
08-09-2025,Haryana,Faridabad,121012,0,2
08-09-2025,Haryana,Fatehabad,125112,2,5
08-09-2025,Haryana,Gurgaon,122002,5,15
08-09-2025,Haryana,Gurgaon,122011,1,7
08-09-2025,Haryana,Gurgaon,122101,1,27
08-09-2025,Haryana,Gurgaon,122102,2,14
08-09-2025,Haryana,Gurgaon,122105,0,1
08-09-2025,Haryana,Gurgaon,122107,0,2
08-09-2025,Haryana,Gurgaon,122413,1,10
08-09-2025,Haryana,Gurgaon,122502,3,3
08-09-2025,Haryana,Gurgaon,122505,10,31
08-09-2025,Haryana,Hisar,125044,4,10
08-09-2025,Haryana,Hisar,125112,3,10
08-09-2025,Haryana,Hisar,125113,2,19
08-09-2025,Haryana,Jhajjar,124102,0,1
08-09-2025,Haryana,Jhajjar,124103,5,25
08-09-2025,Haryana,Jhajjar,124106,0,9
08-09-2025,Haryana,Jhajjar,124506,0,2
08-09-2025,Haryana,Jind,126114,2,9
08-09-2025,Haryana,Jind,126116,5,42
08-09-2025,Haryana,Kaithal,136021,2,9
08-09-2025,Haryana,Kaithal,136026,0,2
08-09-2025,Haryana,Kaithal,136027,22,64
08-09-2025,Haryana,Kaithal,136034,2,25
08-09-2025,Haryana,Kaithal,136043,0,9
08-09-2025,Haryana,Karnal,132024,1,2
08-09-2025,Haryana,Karnal,132039,2,7
08-09-2025,Haryana,Karnal,132041,4,9
08-09-2025,Haryana,Karnal,132116,0,1
08-09-2025,Haryana,Kurukshetra,136038,0,1
08-09-2025,Haryana,Kurukshetra,136132,1,17
08-09-2025,Haryana,Mahendragarh,123024,0,16
08-09-2025,Haryana,Mahendragarh,123034,2,9
08-09-2025,Haryana,Palwal,121105,11,41
08-09-2025,Haryana,Palwal,121106,11,70
08-09-2025,Haryana,Panchkula,134107,0,7
08-09-2025,Haryana,Panchkula,134118,0,11
08-09-2025,Haryana,Panchkula,134204,2,15
08-09-2025,Haryana,Panipat,132103,27,175
08-09-2025,Haryana,Panipat,132104,4,11
08-09-2025,Haryana,Panipat,132105,2,6
08-09-2025,Haryana,Panipat,132145,1,5
08-09-2025,Haryana,Rewari,122502,1,3
08-09-2025,Haryana,Rohtak,124001,9,60
08-09-2025,Haryana,Rohtak,124303,0,6
08-09-2025,Haryana,Rohtak,124411,1,1
08-09-2025,Haryana,Rohtak,124412,0,2
08-09-2025,Haryana,Rohtak,124501,0,8
08-09-2025,Haryana,Sonipat,131022,1,5
08-09-2025,Haryana,Sonipat,131408,0,4
08-09-2025,Haryana,Yamuna Nagar,135021,0,12
08-09-2025,Haryana,Yamunanagar,135001,1,7
09-09-2025,Haryana,Ambala,134003,5,43
09-09-2025,Haryana,Ambala,134007,0,8
09-09-2025,Haryana,Bhiwani,127045,1,2
09-09-2025,Haryana,Bhiwani,127046,3,8
09-09-2025,Haryana,Bhiwani,127308,0,9
09-09-2025,Haryana,Bhiwani,127310,0,6
09-09-2025,Haryana,Charkhi Dadri,127026,4,1
09-09-2025,Haryana,Charkhi Dadri,127307,1,3
09-09-2025,Haryana,Charkhi Dadri,127308,4,9
09-09-2025,Haryana,Charkhi Dadri,127310,2,9
09-09-2025,Haryana,Faridabad,121003,11,51
09-09-2025,Haryana,Faridabad,121004,32,190
09-09-2025,Haryana,Faridabad,121006,4,22
09-09-2025,Haryana,Faridabad,121009,0,7
09-09-2025,Haryana,Fatehabad,125051,7,37
09-09-2025,Haryana,Fatehabad,125112,1,3
09-09-2025,Haryana,Fatehabad,125133,0,5
09-09-2025,Haryana,Gurgaon,122001,27,155
09-09-2025,Haryana,Gurgaon,122502,2,7
09-09-2025,Haryana,Gurgaon,122505,5,25
09-09-2025,Haryana,Gurgaon,122506,5,18
09-09-2025,Haryana,Hisar,125001,29,98
09-09-2025,Haryana,Hisar,125048,0,2
09-09-2025,Haryana,Jhajjar,124102,0,1
09-09-2025,Haryana,Jhajjar,124105,2,5
09-09-2025,Haryana,Jhajjar,124107,1,9
09-09-2025,Haryana,Jhajjar,124202,0,2
09-09-2025,Haryana,Jhajjar,124501,1,5
09-09-2025,Haryana,Jind,126110,1,3
09-09-2025,Haryana,Jind,126113,0,8
09-09-2025,Haryana,Kaithal,136043,3,9
09-09-2025,Haryana,Karnal,132041,1,9
09-09-2025,Haryana,Karnal,132054,1,2
09-09-2025,Haryana,Karnal,132116,1,6
09-09-2025,Haryana,Karnal,132117,2,7
09-09-2025,Haryana,Kurukshetra,136030,1,1
09-09-2025,Haryana,Kurukshetra,136118,10,31
09-09-2025,Haryana,Mahendragarh,123034,1,6
09-09-2025,Haryana,Mewat,122104,5,41
09-09-2025,Haryana,Mewat,122108,5,60
09-09-2025,Haryana,Panchkula,134116,1,20
09-09-2025,Haryana,Panipat,132104,0,11
09-09-2025,Haryana,Panipat,132140,1,0
09-09-2025,Haryana,Rewari,123102,2,5
09-09-2025,Haryana,Rewari,123411,6,10
09-09-2025,Haryana,Rohtak,124112,4,15
09-09-2025,Haryana,Rohtak,124202,0,1
09-09-2025,Haryana,Rohtak,124513,0,1
09-09-2025,Haryana,Rohtak,124514,0,3
09-09-2025,Haryana,Sirsa,125078,1,7
09-09-2025,Haryana,Sirsa,125201,1,18
09-09-2025,Haryana,Sonipat,131039,2,7
09-09-2025,Haryana,Sonipat,131402,1,16
09-09-2025,Haryana,Yamuna Nagar,133202,0,3
09-09-2025,Haryana,Yamunanagar,135001,1,3
09-09-2025,Haryana,Yamunanagar,135003,0,1
10-09-2025,Haryana,Ambala,133004,3,8
10-09-2025,Haryana,Ambala,133005,3,7
10-09-2025,Haryana,Ambala,133101,0,3
10-09-2025,Haryana,Ambala,133201,0,4
10-09-2025,Haryana,Ambala,133203,1,8
10-09-2025,Haryana,Ambala,133205,0,7
10-09-2025,Haryana,Ambala,133206,1,0
10-09-2025,Haryana,Bhiwani,127025,2,8
10-09-2025,Haryana,Bhiwani,127026,0,6
10-09-2025,Haryana,Bhiwani,127043,0,12
10-09-2025,Haryana,Bhiwani,127111,2,3
10-09-2025,Haryana,Bhiwani,127201,5,14
10-09-2025,Haryana,Bhiwani,127306,3,7
10-09-2025,Haryana,Charkhi Dadri,127307,1,7
10-09-2025,Haryana,Faridabad,121003,6,69
10-09-2025,Haryana,Faridabad,121008,2,2
10-09-2025,Haryana,Faridabad,121102,1,6
10-09-2025,Haryana,Faridabad,121106,0,1
10-09-2025,Haryana,Fatehabad,125111,4,18
10-09-2025,Haryana,Fatehabad,125112,0,4
10-09-2025,Haryana,Fatehabad,125120,2,26
10-09-2025,Haryana,Gurgaon,122003,5,31
10-09-2025,Haryana,Gurgaon,122006,1,21
10-09-2025,Haryana,Gurgaon,122051,0,1
10-09-2025,Haryana,Gurgaon,122101,2,12
10-09-2025,Haryana,Gurgaon,122102,6,36
10-09-2025,Haryana,Hisar,125001,15,122
10-09-2025,Haryana,Hisar,125006,2,7
10-09-2025,Haryana,Hisar,125037,0,4
10-09-2025,Haryana,Hisar,125047,2,10
10-09-2025,Haryana,Hisar,125052,5,24
10-09-2025,Haryana,Hisar,125112,1,4
10-09-2025,Haryana,Hisar,125121,5,40
10-09-2025,Haryana,Jhajjar,124104,0,8
10-09-2025,Haryana,Jhajjar,124105,2,9
10-09-2025,Haryana,Jhajjar,124412,0,4
10-09-2025,Haryana,Jhajjar,124507,14,59
10-09-2025,Haryana,Jind,126110,1,2
10-09-2025,Haryana,Jind,126111,0,3
10-09-2025,Haryana,Jind,126112,1,22
10-09-2025,Haryana,Jind,126115,3,25
10-09-2025,Haryana,Kaithal,136117,1,24
10-09-2025,Haryana,Karnal,132040,2,3
10-09-2025,Haryana,Kurukshetra,136128,2,5
10-09-2025,Haryana,Mahendragarh,123028,0,1
10-09-2025,Haryana,Mahendragarh,123029,1,19
10-09-2025,Haryana,Mewat,122105,6,45
10-09-2025,Haryana,Palwal,121102,27,207
10-09-2025,Haryana,Palwal,121107,3,54
10-09-2025,Haryana,Panchkula,134104,1,1
10-09-2025,Haryana,Panchkula,134116,3,12
10-09-2025,Haryana,Panchkula,134201,1,1
10-09-2025,Haryana,Panipat,132106,0,1
10-09-2025,Haryana,Panipat,132113,0,16
10-09-2025,Haryana,Panipat,132122,4,3
10-09-2025,Haryana,Rohtak,124001,23,62
10-09-2025,Haryana,Rohtak,124112,3,14
10-09-2025,Haryana,Rohtak,124201,0,1
10-09-2025,Haryana,Rohtak,124303,0,8
10-09-2025,Haryana,Rohtak,124513,0,3
10-09-2025,Haryana,Sirsa,125110,2,11
10-09-2025,Haryana,Sonipat,131101,2,27
10-09-2025,Haryana,Sonipat,131103,1,8
10-09-2025,Haryana,Yamuna Nagar,133103,3,9
10-09-2025,Haryana,Yamuna Nagar,133202,0,1
10-09-2025,Haryana,Yamuna Nagar,133204,1,2
10-09-2025,Haryana,Yamuna Nagar,135003,4,16
10-09-2025,Haryana,Yamuna Nagar,135102,13,26
10-09-2025,Haryana,Yamunanagar,135001,0,2
12-09-2025,Haryana,Ambala,133005,1,11
12-09-2025,Haryana,Ambala,133021,1,5
12-09-2025,Haryana,Ambala,133101,0,1
12-09-2025,Haryana,Bhiwani,127025,0,2
12-09-2025,Haryana,Bhiwani,127042,0,4
12-09-2025,Haryana,Bhiwani,127110,0,2
12-09-2025,Haryana,Bhiwani,127201,3,20
12-09-2025,Haryana,Bhiwani,127306,0,10
12-09-2025,Haryana,Charkhi Dadri,127307,0,5
12-09-2025,Haryana,Charkhi Dadri,127308,0,8
12-09-2025,Haryana,Faridabad,121001,15,115
12-09-2025,Haryana,Faridabad,121003,7,85
12-09-2025,Haryana,Faridabad,121007,2,6
12-09-2025,Haryana,Faridabad,121009,3,9
12-09-2025,Haryana,Faridabad,121012,0,1
12-09-2025,Haryana,Faridabad,121013,2,9
12-09-2025,Haryana,Faridabad,121014,0,1
12-09-2025,Haryana,Faridabad,121101,1,23
12-09-2025,Haryana,Fatehabad,125048,0,6
12-09-2025,Haryana,Fatehabad,125050,10,55
12-09-2025,Haryana,Fatehabad,125113,1,3
12-09-2025,Haryana,Fatehabad,125120,4,28
12-09-2025,Haryana,Fatehabad,125133,0,8
12-09-2025,Haryana,Gurgaon,122003,3,21
12-09-2025,Haryana,Gurgaon,122016,2,3
12-09-2025,Haryana,Gurgaon,122017,6,30
12-09-2025,Haryana,Gurgaon,122052,0,3
12-09-2025,Haryana,Gurgaon,122102,4,24
12-09-2025,Haryana,Gurgaon,122503,1,13
12-09-2025,Haryana,Hisar,125038,0,5
